sample_id	q	d	d_sd	d_lower	d_upper	e	e_lower	e_upper
LivMet_3	7.6000000000000005	1630.882065708617	304.97547911306907	1033.1411104791541	2228.6230209380797	0.3341204612278774	0.21166066609285453	0.4565802563629003
LivMet_3	7.800000000000001	1593.7088640878253	300.44449951021335	1004.8484656946454	2182.5692624810054	0.3265047497475631	0.20586432328945925	0.447145176205667
LivMet_3	8	1559.1379400930987	296.09449509936917	978.8033936777637	2139.4724865084336	0.3194221695211547	0.20052844299623113	0.4383158960460783
LivMet_3	8.200000000000001	1526.9217989263918	291.9245308947995	954.7602321688346	2099.083365683949	0.3128220160386124	0.19560269613712317	0.4300413359401017
LivMet_3	8.4	1496.8410355223957	287.9310665114179	932.5065151298099	2061.1755559149815	0.30665933956190294	0.1910435545796477	0.4222751245441582
LivMet_3	8.6	1468.7008899684301	284.1088464074906	911.8577833205268	2025.5439966163335	0.3008942394303828	0.1868132279723766	0.41497525088838905
LivMet_3	8.8	1442.3281989796233	280.4515385801303	892.6532839537225	1992.003114005524	0.2954912395064295	0.182878782728907	0.40810369628395204
LivMet_3	9	1417.5687192528633	276.952189701111	874.752401999181	1960.3850365065455	0.2904187398082537	0.17921141090552598	0.4016260687109814
LivMet_3	9.200000000000001	1394.2847894991132	273.60354671442644	858.0316918964153	1930.537887101811	0.28564853752809055	0.17578582208518032	0.39551125297100076
LivMet_3	9.4	1372.353294884204	270.3982815316259	842.3824016006952	1902.3241881677127	0.28115541000512256	0.17257973612627742	0.38973108388396777
LivMet_3	9.600000000000001	1351.6638979656598	267.3291455782044	827.7084006145142	1875.6193953168054	0.2769167522957149	0.16957345867639276	0.384260045915037
LivMet_3	9.8	1332.1175024139002	264.3890736919348	813.9244400718018	1850.3105647559987	0.27291226243442085	0.16674952471395946	0.3790750001548822
LivMet_3	10	1313.6249188799559	261.57125157281894	800.9546864061649	1826.2951513537469	0.26912366810894955	0.16409239813939525	0.37415493807850386
